producto_id,titulo,marca,precio_actual,precio_original,descuento_porcentaje,tiene_descuento,url,imagen_url,pagina,fecha_scraping,grupo
,.mini Teléfono Inteligente Android Ultrapequeño Para S,.mini,32705,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_805591-CBT96499943494_112025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Mini Smartphone Android Ultrapequeño Para Estudiantes 2025,Mini,38357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_958996-CBT89738328720_082025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Inteligente Super Mini 3g Xs11 Dual Sim Whatsapp,Teléfono,43946,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_763150-MLC85823088020_062025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Miniteléfono Inteligente A17mini Ultrapequeño De 2 Gb+16 Gb,Miniteléfono,43794,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_609593-CBT105103253515_012026-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,"Mini Smart Phone 3g A17 Android 8.1, Duales Cameras.",Mini,46884,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_953191-CBT107746066522_032026-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,"Mini Smartphone, Teléfono Móvil S23 Pro Smartphone",Mini,36080,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_797554-CBT89588028520_082025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Rx Mini Smartphone Android Ultrapequeño For Students.,Rx,34812,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_767898-CBT90929048179_082025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,``` New Smartphone Roiesvry Xs16 Mini Lte De 3 Pulgadas ``,```,48866,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_781277-CBT95595021983_102025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Smartphone Android Barato I15 Promax 16 Gb+1 Tb P,Smartphone,69571,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_869965-MLC101241916814_122025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,"Smartphone Global S25 Ultra, 5g, 7.3 Pulgadas, 16 Gb, 1 Tb,",Smartphone,98893,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_985434-CBT102894498040_012026-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Szm S0j Sjsj Sjsj Wjaz Android Celulares 4g S24 6.8 2026,Szm,59393,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_668333-MLM101631516738_122025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Celular Reacondicionado Samsung Galaxy Z Flip 6 256,Teléfono,633787,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_778133-CBT109308541716_042026-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,"Smartphone Google Pixel 9a Con Gemini, 256gb Rom, Obsidiana",Smartphone,543805,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_810882-CBT107204784383_022026-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,/ P Teléfono Barato Android Y53 5.0 Ram 512 Mb Rom 4 Gb Oro,/,50062,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_724596-CBT92080407745_092025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Unifone S22 Rugged Flip Phone Unlocked (16gb) 2.8'' Touchscr,Unifone,195697,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_664501-CBT109582864314_042026-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Miniteléfono A19pro Android Smart 4g De 2 Gb+16 Gb,Miniteléfono,59884,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_766439-CBT105103076649_012026-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente I17 Promax - Smartphone Compacto -,Mini,81018,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_647698-CBT101647991132_122025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,"8g+256g Smartphone De Gama Alta, 1 A 1 Réplica 16pro",8g+256g,227741,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_938391-CBT93951348827_102025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,@ Mini Smartphone Android Ultrapequeño Para Estudiantes,@,34991,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_934680-CBT86737170708_072025-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,"Teléfono Android Mini 3+64g Con Pantalla De 3,5",Teléfono,63732,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_853025-CBT105521571655_012026-E.webp,2,2026-04-21T18:02:35.853843,E-Commerce
,. Mini Teléfono Inteligente Android Ultrapequeño For,.,31875,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_732378-MLM100958305258_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Oppo Reno13 F 5G 12+256GB Morado Smartphone,Teléfono,449990,449990.0,26,True,,https://http2.mlstatic.com/D_Q_NP_2X_911928-MLA99991511179_112025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Kit Grip Magsafe + Luz Led Espejo Y Disparador Para Teléfono,Kit,76990,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_975799-MLC90289222140_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Celular Ulefone Armor X32 Pro 5g Dual Sim Teléfono robusto 256 GB Rom 8+8 GB Ram 5.65 Smartphone Android 14 25mp Cámara De Visión Nocturna,Celular,413394,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_843833-MLA99498685528_112025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Celular Ulefone Armor X32 Pro 5g Dual Sim Teléfono robusto 256 GB Rom 8+8 GB Ram 5.65 Smartphone Android 14 25mp Cámara De Visión Nocturna,Celular,413394,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_843833-MLA99498685528_112025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Celular Xiaomi Redmi Note 15 5g Negro 256 Gb Rom 8 Gb Ram,Celular,349990,349990.0,24,True,,https://http2.mlstatic.com/D_Q_NP_2X_906900-MLC108659368732_032026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Robusto Celular Ulefone Armor 33 Pro 5g Dual Sim 16+16gb Ram 512gb Rom 25500mah Batería 50mp 64mp Cámara De Visión Nocturna Smartphone,Teléfono,892333,892333.0,48,True,,https://http2.mlstatic.com/D_Q_NP_2X_787535-MLA101567150585_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Oppo Reno13 F 5G 12+256GB Morado Smartphone,Teléfono,449990,449990.0,26,True,,https://http2.mlstatic.com/D_Q_NP_2X_911928-MLA99991511179_112025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,"Ulefone Armor 27 Pro 5g 10600 mAh, doble SIM, Android 14, teléfono inteligente robusto, cámara nocturna de 64 megapíxeles, cámara dual de 50 megapíxeles, hasta 24 GB de RAM+256 GB de ROM NFC",Ulefone,525769,525769.0,35,True,,https://http2.mlstatic.com/D_Q_NP_2X_706816-MLA88462057576_072025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Celular Adulto Mayor Senior Tercera Edad Bt Teléfono,Celular,55000,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_943768-MLC92296157546_092025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Ulefone Armor X31 Pro 5g Dual Sim Teléfono Resistente Android 15 Smartphone 6.56 16gb Ram 256gb Rom Cámara Nocturna 6050mah Nfc Negro,Ulefone,437769,437769.0,43,True,,https://http2.mlstatic.com/D_Q_NP_2X_641857-MLA102130571462_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Ulefone Armor 30 Pro 5g Teléfono Rugged Dual Sim Smartphone,Ulefone,731038,731038.0,40,True,,https://http2.mlstatic.com/D_Q_NP_2X_630749-CBT84700783522_052025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,5 Lapiz Touch Táctil Tablet Celular Smartphone Pack 05,5,4990,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_774876-MLC97922071000_112025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Oppo Reno14 F 5G 12+256GB Verde Smartphone Cph2743,Teléfono,569990,569990.0,25,True,,https://http2.mlstatic.com/D_Q_NP_2X_917873-MLA110436830739_042026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Envío Rápido S25 Ultra Smartphone 4+64gb Con Lápiz Óptico,Envío,116455,116455.0,37,True,,https://http2.mlstatic.com/D_Q_NP_2X_868099-CBT105775262846_022026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Rx Mini Smartphone Android Ultrapequeño Para Estudiantes.,Rx,38071,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_865305-CBT90122410367_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Celular Adulto Mayor Senior Tercera Edad Teléfono Móvil Bt,Celular,73700,73700.0,17,True,,https://http2.mlstatic.com/D_Q_NP_2X_833940-MLC94074923257_102025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Jykl Sjsj Teléfonos Inteligentes Android Baratos S24ultra,Jykl,49160,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_998066-MLM92250022059_092025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,. Mini Teléfono Inteligente Android Ultrapequeño For,.,31875,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_732378-MLM100958305258_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Oppo Reno14 F 5G 12+256GB Verde Smartphone Cph2743,Teléfono,569990,569990.0,25,True,,https://http2.mlstatic.com/D_Q_NP_2X_917873-MLA110436830739_042026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Nothing Phone (3a) 12gb Ram 256gb Rom Teléfono 5g Smartphone Snapdragon 7s Gen 3 Octa Core 6.77'' Amoled Pantalla 120hz 3000 Nits Nfc Bluetooth 5.4 Color BL,Nothing,499990,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_612847-MLA99994334364_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Ulefone Armor Series 27t pro celular imagenes termicas 24GB ram 256GB rom color negro,Ulefone,700734,700734.0,36,True,,https://http2.mlstatic.com/D_Q_NP_2X_911466-MLA104884474360_012026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Oukitel Wp56 5g 24 (8+16) +256 Gb 16000 mAh Teléfono celular Dual Sim Mtk 7050 6.8 pulgadas FHD+ 1000 Lámpara De Camping Rugged Smartphone Altavoz/NFC,Oukitel,398028,398028.0,34,True,,https://http2.mlstatic.com/D_Q_NP_2X_871603-MLA109616515368_042026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Inteligente I14 Pro Max1tb+16 Gb Teléfono Inteligen,Teléfono,72098,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_997991-CBT110309910001_042026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente Android Ultra Pequeño Para Estudia,Mini,38357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_998498-CBT88393270749_072025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Lápiz Táctil S Pen Para Samsung Galaxy Note 10/10+,Lápiz,4883,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_673128-CBT89072216280_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Mini Smartphone Android Ultrapequeño Para Estudiantes 2025,Mini,38357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_958996-CBT89738328720_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente I17 Promax Cross Border Más Vendid,Mini,48232,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_861112-CBT102152356209_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Smartphones V27 5.45 En Baratos 3g 1+8gb Gris,Smartphones,80357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_897081-CBT89661661455_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Smartphone 8849 Tank 2 Pro Rugged 12 Gb+512 Gb Android 14,Smartphone,663957,663957.0,21,True,,https://http2.mlstatic.com/D_Q_NP_2X_742927-CBT86982515110_072025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente Android Ultra Pequeño Para Estudia,Mini,38357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_998498-CBT88393270749_072025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Rx Mini Smartphone Android Ultrapequeño Para Estudiantes.,Rx,38071,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_865305-CBT90122410367_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Szm Sjsj Sjsj Znsj T Smartphone S24 Ultra Económico De 2026,Szm,45955,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_915767-CBT104164298200_012026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Miniteléfono A19pro Android Smart 4g De 2 Gb+16 Gb,Miniteléfono,62348,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_796081-CBT105101922627_012026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Envío Rápido S25 Ultra Smartphone 4+64gb Con Lápiz Óptico,Envío,116455,116455.0,37,True,,https://http2.mlstatic.com/D_Q_NP_2X_868099-CBT105775262846_022026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Smartphones Rino9 5.0 En Baratos 3g 1+8gb Negro,Smartphones,80357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_824276-CBT89663051849_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente Android Ultra Pequeño Para Estudia,Mini,37294,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_967219-CBT88232825232_072025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente I17 Promax Cross Border Más Vendid,Mini,52401,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_725808-CBT101647673880_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Nuevo Teléfono Móvil Transfronterizo S21+pro Teléfono,Nuevo,65366,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_798764-CBT110611715819_042026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Inteligente Motorola Moto G Stylus 5g De 4/128 Gb Y,Teléfono,163411,163411.0,5,True,,https://http2.mlstatic.com/D_Q_NP_2X_893171-MLC107813797227_022026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,.mini Teléfono Inteligente Android Ultrapequeño Para S,.mini,32705,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_805591-CBT96499943494_112025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Mini Smartphone Android Ultrapequeño Para Estudiantes 2025,Mini,38357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_958996-CBT89738328720_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Inteligente Super Mini 3g Xs11 Dual Sim Whatsapp,Teléfono,43946,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_763150-MLC85823088020_062025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Miniteléfono Inteligente A17mini Ultrapequeño De 2 Gb+16 Gb,Miniteléfono,43794,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_609593-CBT105103253515_012026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,"Mini Smart Phone 3g A17 Android 8.1, Duales Cameras.",Mini,46884,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_953191-CBT107746066522_032026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,"Mini Smartphone, Teléfono Móvil S23 Pro Smartphone",Mini,36080,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_797554-CBT89588028520_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Rx Mini Smartphone Android Ultrapequeño For Students.,Rx,34812,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_767898-CBT90929048179_082025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,``` New Smartphone Roiesvry Xs16 Mini Lte De 3 Pulgadas ``,```,48866,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_781277-CBT95595021983_102025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Smartphone Android Barato I15 Promax 16 Gb+1 Tb P,Smartphone,69571,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_869965-MLC101241916814_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,"Smartphone Global S25 Ultra, 5g, 7.3 Pulgadas, 16 Gb, 1 Tb,",Smartphone,98893,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_985434-CBT102894498040_012026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Szm S0j Sjsj Sjsj Wjaz Android Celulares 4g S24 6.8 2026,Szm,59393,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_668333-MLM101631516738_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Celular Reacondicionado Samsung Galaxy Z Flip 6 256,Teléfono,633787,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_778133-CBT109308541716_042026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,"Smartphone Google Pixel 9a Con Gemini, 256gb Rom, Obsidiana",Smartphone,543805,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_810882-CBT107204784383_022026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,/ P Teléfono Barato Android Y53 5.0 Ram 512 Mb Rom 4 Gb Oro,/,50062,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_724596-CBT92080407745_092025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Unifone S22 Rugged Flip Phone Unlocked (16gb) 2.8'' Touchscr,Unifone,195697,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_664501-CBT109582864314_042026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Miniteléfono A19pro Android Smart 4g De 2 Gb+16 Gb,Miniteléfono,59884,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_766439-CBT105103076649_012026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente I17 Promax - Smartphone Compacto -,Mini,81018,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_647698-CBT101647991132_122025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,"8g+256g Smartphone De Gama Alta, 1 A 1 Réplica 16pro",8g+256g,227741,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_938391-CBT93951348827_102025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,@ Mini Smartphone Android Ultrapequeño Para Estudiantes,@,34991,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_934680-CBT86737170708_072025-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,"Teléfono Android Mini 3+64g Con Pantalla De 3,5",Teléfono,63732,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_853025-CBT105521571655_012026-E.webp,3,2026-04-21T18:02:35.853843,E-Commerce
,. Mini Teléfono Inteligente Android Ultrapequeño For,.,31875,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_732378-MLM100958305258_122025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Oppo Reno13 F 5G 12+256GB Morado Smartphone,Teléfono,449990,449990.0,26,True,,https://http2.mlstatic.com/D_Q_NP_2X_911928-MLA99991511179_112025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Kit Grip Magsafe + Luz Led Espejo Y Disparador Para Teléfono,Kit,76990,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_975799-MLC90289222140_082025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Celular Ulefone Armor X32 Pro 5g Dual Sim Teléfono robusto 256 GB Rom 8+8 GB Ram 5.65 Smartphone Android 14 25mp Cámara De Visión Nocturna,Celular,413394,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_843833-MLA99498685528_112025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Celular Ulefone Armor X32 Pro 5g Dual Sim Teléfono robusto 256 GB Rom 8+8 GB Ram 5.65 Smartphone Android 14 25mp Cámara De Visión Nocturna,Celular,413394,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_843833-MLA99498685528_112025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Celular Xiaomi Redmi Note 15 5g Negro 256 Gb Rom 8 Gb Ram,Celular,349990,349990.0,24,True,,https://http2.mlstatic.com/D_Q_NP_2X_906900-MLC108659368732_032026-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Robusto Celular Ulefone Armor 33 Pro 5g Dual Sim 16+16gb Ram 512gb Rom 25500mah Batería 50mp 64mp Cámara De Visión Nocturna Smartphone,Teléfono,892333,892333.0,48,True,,https://http2.mlstatic.com/D_Q_NP_2X_787535-MLA101567150585_122025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Oppo Reno13 F 5G 12+256GB Morado Smartphone,Teléfono,449990,449990.0,26,True,,https://http2.mlstatic.com/D_Q_NP_2X_911928-MLA99991511179_112025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,"Ulefone Armor 27 Pro 5g 10600 mAh, doble SIM, Android 14, teléfono inteligente robusto, cámara nocturna de 64 megapíxeles, cámara dual de 50 megapíxeles, hasta 24 GB de RAM+256 GB de ROM NFC",Ulefone,525769,525769.0,35,True,,https://http2.mlstatic.com/D_Q_NP_2X_706816-MLA88462057576_072025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Celular Adulto Mayor Senior Tercera Edad Bt Teléfono,Celular,55000,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_943768-MLC92296157546_092025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Ulefone Armor X31 Pro 5g Dual Sim Teléfono Resistente Android 15 Smartphone 6.56 16gb Ram 256gb Rom Cámara Nocturna 6050mah Nfc Negro,Ulefone,437769,437769.0,43,True,,https://http2.mlstatic.com/D_Q_NP_2X_641857-MLA102130571462_122025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Ulefone Armor 30 Pro 5g Teléfono Rugged Dual Sim Smartphone,Ulefone,731038,731038.0,40,True,,https://http2.mlstatic.com/D_Q_NP_2X_630749-CBT84700783522_052025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,5 Lapiz Touch Táctil Tablet Celular Smartphone Pack 05,5,4990,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_774876-MLC97922071000_112025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Oppo Reno14 F 5G 12+256GB Verde Smartphone Cph2743,Teléfono,569990,569990.0,25,True,,https://http2.mlstatic.com/D_Q_NP_2X_917873-MLA110436830739_042026-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Envío Rápido S25 Ultra Smartphone 4+64gb Con Lápiz Óptico,Envío,116455,116455.0,37,True,,https://http2.mlstatic.com/D_Q_NP_2X_868099-CBT105775262846_022026-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Rx Mini Smartphone Android Ultrapequeño Para Estudiantes.,Rx,38071,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_865305-CBT90122410367_082025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Celular Adulto Mayor Senior Tercera Edad Teléfono Móvil Bt,Celular,73700,73700.0,17,True,,https://http2.mlstatic.com/D_Q_NP_2X_833940-MLC94074923257_102025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Jykl Sjsj Teléfonos Inteligentes Android Baratos S24ultra,Jykl,49160,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_998066-MLM92250022059_092025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,. Mini Teléfono Inteligente Android Ultrapequeño For,.,31875,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_732378-MLM100958305258_122025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Oppo Reno14 F 5G 12+256GB Verde Smartphone Cph2743,Teléfono,569990,569990.0,25,True,,https://http2.mlstatic.com/D_Q_NP_2X_917873-MLA110436830739_042026-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Nothing Phone (3a) 12gb Ram 256gb Rom Teléfono 5g Smartphone Snapdragon 7s Gen 3 Octa Core 6.77'' Amoled Pantalla 120hz 3000 Nits Nfc Bluetooth 5.4 Color BL,Nothing,499990,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_612847-MLA99994334364_122025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Ulefone Armor Series 27t pro celular imagenes termicas 24GB ram 256GB rom color negro,Ulefone,700734,700734.0,36,True,,https://http2.mlstatic.com/D_Q_NP_2X_911466-MLA104884474360_012026-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Oukitel Wp56 5g 24 (8+16) +256 Gb 16000 mAh Teléfono celular Dual Sim Mtk 7050 6.8 pulgadas FHD+ 1000 Lámpara De Camping Rugged Smartphone Altavoz/NFC,Oukitel,398028,398028.0,34,True,,https://http2.mlstatic.com/D_Q_NP_2X_871603-MLA109616515368_042026-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Teléfono Inteligente I14 Pro Max1tb+16 Gb Teléfono Inteligen,Teléfono,72098,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_997991-CBT110309910001_042026-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente Android Ultra Pequeño Para Estudia,Mini,38357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_998498-CBT88393270749_072025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Lápiz Táctil S Pen Para Samsung Galaxy Note 10/10+,Lápiz,4883,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_673128-CBT89072216280_082025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Mini Smartphone Android Ultrapequeño Para Estudiantes 2025,Mini,38357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_958996-CBT89738328720_082025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente I17 Promax Cross Border Más Vendid,Mini,48232,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_861112-CBT102152356209_122025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Smartphones V27 5.45 En Baratos 3g 1+8gb Gris,Smartphones,80357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_897081-CBT89661661455_082025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Smartphone 8849 Tank 2 Pro Rugged 12 Gb+512 Gb Android 14,Smartphone,663957,663957.0,21,True,,https://http2.mlstatic.com/D_Q_NP_2X_742927-CBT86982515110_072025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
,Mini Teléfono Inteligente Android Ultra Pequeño Para Estudia,Mini,38357,,0,False,,https://http2.mlstatic.com/D_Q_NP_2X_998498-CBT88393270749_072025-E.webp,4,2026-04-21T18:02:35.853843,E-Commerce
